"Indian Institute of Space Science and Technology, Thiruvananthapuram",https://www.careers360.com/university/indian-institute-of-space-science-and-technology-thiruvananthapuram
"Lovely Professional University, Phagwara",https://www.careers360.com/university/lovely-professional-university-phagwara
"PSG College of Technology, Coimbatore",https://www.careers360.com/colleges/psg-college-of-technology-coimbatore
"Vellore Institute of Technology, Vellore",https://www.careers360.com/university/vellore-institute-of-technology-vellore
Indian Institute of Technology Madras,https://www.careers360.com/university/indian-institute-of-technology-madras
"Maharaja Sayajirao University of Baroda, Vadodara",https://www.careers360.com/university/maharaja-sayajirao-university-of-baroda-vadodara
"Delhi Technological University, Delhi",https://www.careers360.com/university/delhi-technological-university-delhi
"Jamia Millia Islamia, New Delhi",https://www.careers360.com/university/jamia-millia-islamia-new-delhi
"BMS College of Engineering, Bangalore",https://www.careers360.com/colleges/bms-college-of-engineering-bangalore
"LD College of Engineering, Ahmedabad",https://www.careers360.com/colleges/ld-college-of-engineering-ahmedabad
Indian Institute of Engineering Science and Technology Shibpur,https://www.careers360.com/university/indian-institute-of-engineering-science-and-technology-shibpur
"Institute of Chemical Technology, Mumbai",https://www.careers360.com/university/institute-of-chemical-technology-mumbai
Indian Institute of Technology Delhi,https://www.careers360.com/university/indian-institute-of-technology-delhi
"Ramaiah Institute of Technology, Bangalore",https://www.careers360.com/colleges/ramaiah-institute-of-technology-bangalore
"Jadavpur University, Kolkata",https://www.careers360.com/university/jadavpur-university-kolkata
"Dr Vishwanath Karad MIT World Peace University, Pune",https://www.careers360.com/university/dr-vishwanath-karad-mit-world-peace-university-pune
"School of Engineering, University of Petroleum and Energy Studies, Dehradun",https://www.careers360.com/colleges/school-of-engineering-university-of-petroleum-and-energy-studies-dehradun
Sardar Vallabhbhai National Institute of Technology Surat,https://www.careers360.com/university/sardar-vallabhbhai-national-institute-of-technology-surat
"Amrita School of Engineering, Coimbatore",https://www.careers360.com/colleges/amrita-school-of-engineering-coimbatore
"Kumaraguru College of Technology, Coimbatore",https://www.careers360.com/colleges/kumaraguru-college-of-technology-coimbatore
"BITS Pilani- Hyderabad Campus, Hyderabad",https://www.careers360.com/colleges/bits-pilani-hyderabad-campus-hyderabad
"College of Engineering, Trivandrum",https://www.careers360.com/colleges/college-of-engineering-trivandrum
"Veermata Jijabai Technological Institute, Mumbai",https://www.careers360.com/colleges/veermata-jijabai-technological-institute-mumbai
"Bharati Vidyapeeth Deemed University College of Engineering, Pune",https://www.careers360.com/colleges/bharati-vidyapeeth-deemed-university-college-of-engineering-pune
"Heritage Institute of Technology, Kolkata",https://www.careers360.com/colleges/heritage-institute-of-technology-kolkata
"Reva University, Bangalore",https://www.careers360.com/university/reva-university-bangalore
"Punjab Engineering College, Chandigarh",https://www.careers360.com/university/punjab-engineering-college-chandigarh
"Nirma University, Ahmedabad",https://www.careers360.com/university/nirma-university-ahmedabad
National Institute of Technology Tiruchirappalli,https://www.careers360.com/university/national-institute-of-technology-tiruchirappalli
"Chandigarh University, Chandigarh",https://www.careers360.com/university/chandigarh-university-chandigarh
"Bangalore Institute of Technology, Bangalore",https://www.careers360.com/colleges/bangalore-institute-of-technology-bangalore
"KJ Somaiya College of Engineering, Mumbai",https://www.careers360.com/colleges/kj-somaiya-college-of-engineering-mumbai
"Symbiosis Institute of Technology, Pune",https://www.careers360.com/colleges/symbiosis-institute-of-technology-pune
Indian Institute of Technology Kharagpur,https://www.careers360.com/university/indian-institute-of-technology-kharagpur
Motilal Nehru National Institute of Technology Allahabad Prayagraj,https://www.careers360.com/university/motilal-nehru-national-institute-of-technology-allahabad-prayagraj
"Techno India University, Kolkata",https://www.careers360.com/university/techno-india-university-kolkata
"MIT College of Engineering, Pune",https://www.careers360.com/colleges/mit-college-of-engineering-pune
"Government College of Technology, Coimbatore",https://www.careers360.com/colleges/government-college-of-technology-coimbatore
"Army Institute of Technology, Pune",https://www.careers360.com/colleges/army-institute-of-technology-pune
"Birla Institute of Technology, Mesra",https://www.careers360.com/university/birla-institute-of-technology-mesra
"Sathyabama Institute of Science and Technology, Chennai",https://www.careers360.com/university/sathyabama-institute-of-science-and-technology-chennai
"Andhra University College of Engineering, Visakhapatnam",https://www.careers360.com/colleges/andhra-university-college-of-engineering-visakhapatnam
"Vishwakarma Institute of Technology, Pune",https://www.careers360.com/colleges/vishwakarma-institute-of-technology-pune
"Bannari Amman Institute of Technology, Erode",https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode
"Manipal University, Jaipur",https://www.careers360.com/university/manipal-university-jaipur
"University of Hyderabad, Hyderabad",https://www.careers360.com/university/university-of-hyderabad-hyderabad
"Integral University, Lucknow",https://www.careers360.com/university/integral-university-lucknow
"Indira Gandhi National Open University, New Delhi",https://www.careers360.com/university/indira-gandhi-national-open-university-new-delhi
"School of Engineering and Technology, Jain University, Bangalore",https://www.careers360.com/colleges/school-of-engineering-and-technology-jain-university-bangalore
Indian Institute of Technology Roorkee,https://www.careers360.com/university/indian-institute-of-technology-roorkee
Dr B R Ambedkar National Institute of Technology Jalandhar,https://www.careers360.com/university/dr-b-r-ambedkar-national-institute-of-technology-jalandhar
"Birla Institute of Technology and Science, Pilani",https://www.careers360.com/university/birla-institute-of-technology-and-science-pilani
"VIT University, Chennai",https://www.careers360.com/colleges/vit-university-chennai
School of Planning and Architecture Delhi,https://www.careers360.com/university/school-of-planning-and-architecture-delhi
"College of Engineering, Guindy",https://www.careers360.com/colleges/college-of-engineering-guindy
National Institute of Technology Karnataka Surathkal,https://www.careers360.com/university/national-institute-of-technology-karnataka-surathkal
"Indian Institute of Science, Bangalore",https://www.careers360.com/university/indian-institute-of-science-bangalore
"Indraprastha Institute of Information Technology, Delhi",https://www.careers360.com/university/indraprastha-institute-of-information-technology-delhi
Indian Institute of Technology Kanpur,https://www.careers360.com/university/indian-institute-of-technology-kanpur
"Harcourt Butler Technical University, Kanpur",https://www.careers360.com/university/harcourt-butler-technical-university-kanpur
"BITS Pilani, Goa Campus",https://www.careers360.com/colleges/bits-pilani-goa-campus
Visvesvaraya National Institute of Technology Nagpur,https://www.careers360.com/university/visvesvaraya-national-institute-of-technology-nagpur
National Institute of Technology Warangal,https://www.careers360.com/university/national-institute-of-technology-warangal
"Hindustan Institute of Technology and Science, Chennai",https://www.careers360.com/university/hindustan-institute-of-technology-and-science-chennai
"Madras Institute of Technology, Chennai",https://www.careers360.com/colleges/madras-institute-of-technology-chennai
"Acharya Institute of Technology, Bangalore",https://www.careers360.com/colleges/acharya-institute-of-technology-bangalore
"AISSMS College of Engineering, Pune",https://www.careers360.com/colleges/aissms-college-of-engineering-pune
"LNM Institute of Information Technology, Jaipur",https://www.careers360.com/university/lnm-institute-of-information-technology-jaipur
"Mukesh Patel School of Technology Management and Engineering, Mumbai",https://www.careers360.com/colleges/mukesh-patel-school-of-technology-management-and-engineering-mumbai
"MBM Engineering College, Jodhpur",https://www.careers360.com/colleges/mbm-engineering-college-jodhpur
"St Joseph's College of Engineering, Chennai",https://www.careers360.com/colleges/st-josephs-college-of-engineering-chennai
"Presidency University, Bangalore",https://www.careers360.com/university/presidency-university-bangalore
"Chaitanya Bharathi Institute of Technology, Hyderabad",https://www.careers360.com/colleges/chaitanya-bharathi-institute-of-technology-hyderabad
Indian Institute of Technology Banaras Hindu University Varanasi,https://www.careers360.com/university/indian-institute-of-technology-banaras-hindu-university-varanasi
"Gayatri Vidya Parishad College of Engineering, Visakhapatnam",https://www.careers360.com/colleges/gayatri-vidya-parishad-college-of-engineering-visakhapatnam
"Dr Ambedkar Institute of Technology, Bangalore",https://www.careers360.com/colleges/dr-ambedkar-institute-of-technology-bangalore
"Jamia Hamdard, New Delhi",https://www.careers360.com/university/jamia-hamdard-new-delhi
"JNTUH College of Engineering, Hyderabad",https://www.careers360.com/colleges/jntuh-college-of-engineering-hyderabad
"Maharashtra Institute of Technology, Pune",https://www.careers360.com/colleges/maharashtra-institute-of-technology-pune
"International Institute of Information Technology, Hyderabad",https://www.careers360.com/university/international-institute-of-information-technology-hyderabad
"JSS Science and Technology University, Mysuru",https://www.careers360.com/university/jss-science-and-technology-university-mysuru
"University Visvesvaraya College of Engineering, Bangalore",https://www.careers360.com/colleges/university-visvesvaraya-college-of-engineering-bangalore
"Ravenshaw University, Cuttack",https://www.careers360.com/university/ravenshaw-university-cuttack
"Government College of Engineering, Aurangabad",https://www.careers360.com/colleges/government-college-of-engineering-aurangabad
"Sinhgad College of Engineering, Pune",https://www.careers360.com/colleges/sinhgad-college-of-engineering-pune
Malaviya National Institute of Technology Jaipur,https://www.careers360.com/university/malaviya-national-institute-of-technology-jaipur
"Ajay Kumar Garg Engineering College, Ghaziabad",https://www.careers360.com/colleges/ajay-kumar-garg-engineering-college-ghaziabad
"Nitte Meenakshi Institute of Technology, Bangalore",https://www.careers360.com/colleges/nitte-meenakshi-institute-of-technology-bangalore
Indian Institute of Technology Hyderabad,https://www.careers360.com/university/indian-institute-of-technology-hyderabad
"AAA College of Engineering and Technology, Thiruthangal",https://www.careers360.com/colleges/aaa-college-of-engineering-and-technology-thiruthangal
"Gandhigram Rural Institute, Dindigul",https://www.careers360.com/university/the-gandhigram-rural-institute-dindigul
"Aligarh Muslim University, Aligarh",https://www.careers360.com/university/aligarh-muslim-university-aligarh
"Dhirubhai Ambani Institute of Information and Communication Technology, Gandhinagar",https://www.careers360.com/university/dhirubhai-ambani-institute-of-information-and-communication-technology-gandhinagar
"Karunya Institute of Technology and Sciences, Coimbatore",https://www.careers360.com/university/karunya-institute-of-technology-and-sciences-coimbatore
"Kalinga Institute of Industrial Technology, Bhubaneswar",https://www.careers360.com/university/kalinga-institute-of-industrial-technology-bhubaneswar
"National Institute of Industrial Engineering, Mumbai",https://www.careers360.com/colleges/national-institute-of-industrial-engineering-mumbai
"Thiagarajar College of Engineering, Madurai",https://www.careers360.com/colleges/thiagarajar-college-of-engineering-madurai
"Dayalbagh Educational Institute, Agra",https://www.careers360.com/university/dei
"Netaji Subhas University of Technology, New Delhi",https://www.careers360.com/university/netaji-subhas-university-of-technology-new-delhi
"New Horizon College of Engineering, Bangalore",https://www.careers360.com/colleges/new-horizon-college-of-engineering-bangalore
"MS Ramaiah University of Applied Sciences, Bangalore",https://www.careers360.com/university/ms-ramaiah-university-of-applied-sciences-bangalore
"Sant Longowal Institute of Engineering and Technology, Longowal",https://www.careers360.com/university/sant-longowal-institute-of-engineering-and-technology-longowal
"CVR College of Engineering, Hyderabad",https://www.careers360.com/colleges/cvr-college-of-engineering-hyderabad
"Indo German Tool Room, Aurangabad",https://www.careers360.com/colleges/indo-german-tool-room-aurangabad
"Aditya Engineering College, Surampalem",https://www.careers360.com/colleges/aditya-engineering-college-surampalem
National Institute of Technology Rourkela,https://www.careers360.com/university/national-institute-of-technology-rourkela
"Sardar Patel Institute of Technology, Mumbai",https://www.careers360.com/colleges/sardar-patel-institute-of-technology-mumbai
"PES University, Bangalore",https://www.careers360.com/university/pes-university-bangalore
"SRM Institute of Science and Technology, Vadapalani Campus",https://www.careers360.com/colleges/srm-institute-of-science-and-technology-vadapalani-campus
National Institute of Technology Calicut,https://www.careers360.com/university/national-institute-of-technology-calicut
"Institute of Engineering and Technology, Lucknow",https://www.careers360.com/colleges/institute-of-engineering-and-technology-lucknow
Indian Institute of Technology Gandhinagar,https://www.careers360.com/university/indian-institute-of-technology-gandhinagar
"Walchand College of Engineering, Sangli",https://www.careers360.com/colleges/walchand-college-of-engineering-sangli
"Central University of Tamil Nadu, Thiruvarur",https://www.careers360.com/university/central-university-of-tamil-nadu-thiruvarur
"Haldia Institute of Technology, Haldia",https://www.careers360.com/colleges/haldia-institute-of-technology-haldia
"SRM Institute of Science and Technology, Ramapuram Campus",https://www.careers360.com/colleges/srm-institute-of-science-and-technology-ramapuram-campus
"GIET University, Gunupur",https://www.careers360.com/university/giet-university-gunupur
"KLS Gogte Institute of Technology, Belagavi",https://www.careers360.com/colleges/kls-gogte-institute-of-technology-belagavi
"CMR University, Bangalore",https://www.careers360.com/university/cmr-university-bangalore
"Coimbatore Institute of Technology, Coimbatore",https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore
"Christ University, Bangalore",https://www.careers360.com/university/christ-university-bangalore
"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai
"Jawaharlal Nehru University, New Delhi",https://www.careers360.com/university/jawaharlal-nehru-university-new-delhi
"Vardhaman College of Engineering, Hyderabad",https://www.careers360.com/colleges/vardhaman-college-of-engineering-hyderabad
Indian Institute of Technology Bhubaneswar,https://www.careers360.com/university/indian-institute-of-technology-bhubaneswar
"Shiv Nadar University, Greater Noida",https://www.careers360.com/university/shiv-nadar-university-greater-noida
"Dayananda Sagar Academy of Technology and Management, Bangalore",https://www.careers360.com/colleges/dayananda-sagar-academy-of-technology-and-management-bangalore
"Thapar Institute of Engineering and Technology, Patiala",https://www.careers360.com/university/thapar-institute-of-engineering-and-technology-patiala
"CEPT University, Ahmedabad",https://www.careers360.com/university/cept-university-ahmedabad
"University Institute of Engineering and Technology, Kurukshetra University, Kurukshetra",https://www.careers360.com/colleges/university-institute-of-engineering-and-technology-kurukshetra-university-kurukshetra
"Koneru Lakshmaiah Education Foundation, Guntur",https://www.careers360.com/university/koneru-lakshmaiah-education-foundation-guntur
"The Oxford College of Engineering, Bangalore",https://www.careers360.com/colleges/the-oxford-college-of-engineering-bangalore
"Sri Krishna College of Engineering and Technology, Coimbatore",https://www.careers360.com/colleges/sri-krishna-college-of-engineering-and-technology-coimbatore
"Sri Sivasubramaniya Nadar College of Engineering, Kalavakkam",https://www.careers360.com/colleges/sri-sivasubramaniya-nadar-college-of-engineering-kalavakkam
Indian Institute of Information Technology Allahabad,https://www.careers360.com/university/indian-institute-of-information-technology-allahabad
"Banasthali Vidyapith, Banasthali",https://www.careers360.com/university/banasthali-vidyapith-banasthali
"DY Patil College of Engineering, Pune",https://www.careers360.com/colleges/dy-patil-college-of-engineering-pune
National Institute of Technology Raipur,https://www.careers360.com/university/national-institute-of-technology-raipur
"Siddaganga Institute of Technology, Tumkur",https://www.careers360.com/colleges/siddaganga-institute-of-technology-tumkur
"The National Institute of Engineering, Mysore",https://www.careers360.com/colleges/the-national-institute-of-engineering-mysore
"Government Engineering College, Thrissur",https://www.careers360.com/colleges/government-engineering-college-thrissur
"GL Bajaj Institute of Technology and Management, Greater Noida",https://www.careers360.com/colleges/gl-bajaj-institute-of-technology-and-management-greater-noida
"Sharda University, Greater Noida",https://www.careers360.com/university/sharda-university-greater-noida
"Amity School of Engineering, Noida",https://www.careers360.com/colleges/amity-school-of-engineering-noida
"Vasavi College of Engineering, Hyderabad",https://www.careers360.com/colleges/vasavi-college-of-engineering-hyderabad
"Bhilai Institute of Technology, Durg",https://www.careers360.com/colleges/bhilai-institute-of-technology-durg
"Guru Nanak Dev Engineering College, Ludhiana",https://www.careers360.com/colleges/guru-nanak-dev-engineering-college-ludhiana
"PSG Polytechnic College, Coimbatore",https://www.careers360.com/colleges/psg-polytechnic-college-coimbatore
"Tezpur University, Tezpur",https://www.careers360.com/university/tezpur-university-tezpur
"Government College of Engineering, Amravati",https://www.careers360.com/colleges/government-college-of-engineering-amravati
"Maharaja Agrasen Institute of Technology, Delhi",https://www.careers360.com/colleges/maharaja-agrasen-institute-of-technology-delhi
"Vivekananda Global University, Jaipur",https://www.careers360.com/university/vivekananda-global-university-jaipur
"TKM College of Engineering, Kollam",https://www.careers360.com/colleges/tkm-college-of-engineering-kollam
"Shri Ramdeobaba College of Engineering and Management, Nagpur",https://www.careers360.com/colleges/shri-ramdeobaba-college-of-engineering-and-management-nagpur
"Government Polytechnic, Pune",https://www.careers360.com/colleges/government-polytechnic-pune
"NMAM Institute of Technology, Karkala Taluk",https://www.careers360.com/colleges/nmam-institute-of-technology-karkala-taluk
"Ambedkar Institute of Advanced Communication Technologies and Research, Delhi",https://www.careers360.com/colleges/ambedkar-institute-of-advanced-communication-technologies-and-research-delhi
"Dayananda Sagar University, Bangalore",https://www.careers360.com/university/dayananda-sagar-university-bangalore
"Graphic Era University, Dehradun",https://www.careers360.com/university/graphic-era-university-dehradun
"University College of Engineering, Osmania University, Hyderabad",https://www.careers360.com/colleges/university-college-of-engineering-osmania-university-hyderabad
"Government Polytechnic, Nashik",https://www.careers360.com/colleges/government-polytechnic-nashik
"Cluster Innovation Centre, University of Delhi, Delhi",https://www.careers360.com/colleges/cluster-innovation-centre-university-of-delhi-delhi
"Guru Gobind Singh Indraprastha University, Delhi",https://www.careers360.com/university/guru-gobind-singh-indraprastha-university-delhi
"Birla Vishvakarma Mahavidyalaya, Anand",https://www.careers360.com/colleges/birla-vishvakarma-mahavidyalaya-anand
"College of Technology, GB Pant University of Agriculture and Technology, Pantnagar",https://www.careers360.com/colleges/college-of-technology-gb-pant-university-of-agriculture-and-technology-pantnagar
"Sri Venkateswara University College of Engineering, Tirupati",https://www.careers360.com/colleges/sri-venkateswara-university-college-of-engineering-tirupati
"BMS Institute of Technology and Management, Bangalore",https://www.careers360.com/colleges/bms-institute-of-technology-and-management-bangalore
"Vishwakarma Institute of Information Technology, Pune",https://www.careers360.com/colleges/vishwakarma-institute-of-information-technology-pune
"AMC Engineering College, Bangalore",https://www.careers360.com/colleges/amc-engineering-college-bangalore
National Institute of Technology Delhi,https://www.careers360.com/university/national-institute-of-technology-delhi
"Rajalakshmi Engineering College, Chennai",https://www.careers360.com/colleges/rajalakshmi-engineering-college-chennai
"Indira Gandhi Delhi Technical University for Women, Delhi",https://www.careers360.com/university/indira-gandhi-delhi-technical-university-for-women-delhi
"Government College of Engineering, Karad",https://www.careers360.com/colleges/government-college-of-engineering-karad
"Dr MGR Educational and Research Institute, Chennai",https://www.careers360.com/university/dr-mgr-educational-and-research-institute-chennai
"Bhagalpur College of Engineering, Bhagalpur",https://www.careers360.com/colleges/bhagalpur-college-of-engineering-bhagalpur
"Pimpri Chinchwad College of Engineering, Pune",https://www.careers360.com/colleges/pimpri-chinchwad-college-of-engineering-pune
"ABES Engineering College, Ghaziabad",https://www.careers360.com/colleges/abes-engineering-college-ghaziabad
"Government Polytechnic, Lucknow",https://www.careers360.com/colleges/government-polytechnic-lucknow
"JC Bose University of Science and Technology, YMCA, Faridabad",https://www.careers360.com/university/jc-bose-university-of-science-and-technology-ymca-faridabad
"GMR Institute of Technology, Rajam",https://www.careers360.com/colleges/gmr-institute-of-technology-rajam
"Bennett University, Greater Noida",https://www.careers360.com/university/bennett-university-greater-noida
"Shanmugha Arts Science Technology Research and Academy, Thanjavur",https://www.careers360.com/university/shanmugha-arts-science-technology-research-and-academy-thanjavur
"Defence Institute of Advanced Technology, Pune",https://www.careers360.com/university/defence-institute-of-advanced-technology-pune
"LJ Polytechnic, Ahmedabad",https://www.careers360.com/colleges/lj-polytechnic-ahmedabad
"Sir JJ College of Architecture, Mumbai",https://www.careers360.com/colleges/sir-jj-college-of-architecture-mumbai
"Government Polytechnic, Nagpur",https://www.careers360.com/colleges/government-polytechnic-nagpur
"Institute of Aeronautical Engineering, Dundigal",https://www.careers360.com/colleges/institute-of-aeronautical-engineering-dundigal
International Institute of Information Technology Bangalore,https://www.careers360.com/university/international-institute-of-information-technology-bangalore
"Malla Reddy College of Engineering and Technology, Hyderabad",https://www.careers360.com/colleges/malla-reddy-college-of-engineering-and-technology-hyderabad
"Birla Institute of Technology Extension Centre, Deoghar",https://www.careers360.com/colleges/birla-institute-of-technology-extension-centre-deoghar
Maulana Azad National Institute of Technology Bhopal,https://www.careers360.com/university/maulana-azad-national-institute-of-technology-bhopal
"Manipal Academy of Higher Education, Manipal",https://www.careers360.com/university/manipal-academy-of-higher-education-manipal
"SCTR's Pune Institute of Computer Technology, Pune",https://www.careers360.com/colleges/sctrs-pune-institute-of-computer-technology-pune
"Jabalpur Engineering College, Jabalpur",https://www.careers360.com/colleges/jabalpur-engineering-college-jabalpur
"Vivekanand Education Society's Institute of Technology, Chembur",https://www.careers360.com/colleges/vivekanand-education-societys-institute-of-technology-chembur
"Vidyalankar Institute of Technology, Mumbai",https://www.careers360.com/colleges/vidyalankar-institute-of-technology-mumbai
"Rajagiri School of Engineering and Technology, Kochi",https://www.careers360.com/colleges/rajagiri-school-of-engineering-and-technology-kochi
Indian Institute of Technology Patna,https://www.careers360.com/university/indian-institute-of-technology-patna
"Lakshmi Narain College of Technology, Bhopal",https://www.careers360.com/colleges/lakshmi-narain-college-of-technology-bhopal
"Vishwakarma Government Engineering College, Ahmedabad",https://www.careers360.com/colleges/vishwakarma-government-engineering-college-ahmedabad
"Anurag Group of Institutions, Ghatkesar",https://www.careers360.com/colleges/anurag-group-of-institutions-ghatkesar
"Ambedkar Institute of Technology, Delhi",https://www.careers360.com/colleges/ambedkar-institute-of-technology-delhi
"Mepco Schlenk Engineering College, Sivakasi",https://www.careers360.com/colleges/mepco-schlenk-engineering-college-sivakasi
"Galgotias College of Engineering and Technology, Greater Noida",https://www.careers360.com/colleges/galgotias-college-of-engineering-and-technology-greater-noida
"Dr BC Roy Engineering College, Durgapur",https://www.careers360.com/colleges/dr-bc-roy-engineering-college-durgapur
"School of Computer Science, University of Petroleum and Energy Studies, Dehradun",https://www.careers360.com/colleges/school-of-computer-science-university-of-petroleum-and-energy-studies-dehradun
"Madan Mohan Malaviya University of Technology, Gorakhpur",https://www.careers360.com/university/madan-mohan-malaviya-university-of-technology-gorakhpur
"DIT University, Dehradun",https://www.careers360.com/university/dit-university-dehradun
"KLE Technological University, Hubballi",https://www.careers360.com/university/kle-technological-university-hubballi
"Malnad College of Engineering, Hassan",https://www.careers360.com/colleges/malnad-college-of-engineering-hassan
"Savitribai Phule Pune University, Pune",https://www.careers360.com/university/savitribai-phule-pune-university-pune
"Central University of South Bihar, Patna",https://www.careers360.com/university/central-university-of-south-bihar-patna
"OPJS University, Rajgarh",https://www.careers360.com/university/opjs-university-rajgarh
"Sir M Visvesvaraya Institute of Technology, Bangalore",https://www.careers360.com/colleges/sir-m-visvesvaraya-institute-of-technology-bangalore
"Goa College of Engineering, Farmagudi",https://www.careers360.com/colleges/goa-college-of-engineering-farmagudi
"Guru Ghasidas Vishwavidyalaya, Bilaspur",https://www.careers360.com/university/guru-ghasidas-vishwavidyalaya-bilaspur
"GH Raisoni College of Engineering, Nagpur",https://www.careers360.com/colleges/gh-raisoni-college-of-engineering-nagpur
"College of Engineering and Technology, Bhubaneswar",https://www.careers360.com/colleges/college-of-engineering-and-technology-bhubaneswar
National Institute of Technology Patna,https://www.careers360.com/university/national-institute-of-technology-patna
"ICFAI Tech School, Hyderabad",https://www.careers360.com/colleges/icfai-tech-school-hyderabad
"Doon University, Dehradun",https://www.careers360.com/university/doon-university-dehradun
National Institute of Technology Puducherry Karaikal,https://www.careers360.com/university/national-institute-of-technology-puducherry-karaikal
"RVR and JC College of Engineering, Guntur",https://www.careers360.com/colleges/rvr-and-jc-college-of-engineering-guntur
"BIT Sindri, Dhanbad",https://www.careers360.com/colleges/bit-sindri-dhanbad
"MVJ College of Engineering, Bangalore",https://www.careers360.com/colleges/mvj-college-of-engineering-bangalore
"CV Raman College of Engineering, Bhubaneswar",https://www.careers360.com/colleges/cv-raman-college-of-engineering-bhubaneswar
"Sandip University, Nashik",https://www.careers360.com/university/sandip-university-nashik
Indian Institute of Technology Guwahati,https://www.careers360.com/university/indian-institute-of-technology-guwahati
National Institute of Technology Goa,https://www.careers360.com/university/national-institute-of-technology-goa
"Kalyani Government Engineering College, Nadia",https://www.careers360.com/colleges/kalyani-government-engineering-college-nadia
"Jawaharlal Nehru Technological University College of Engineering, Kakinada",https://www.careers360.com/colleges/jawaharlal-nehru-technological-university-college-of-engineering-kakinada
"Chandigarh College of Engineering and Technology, Chandigarh",https://www.careers360.com/colleges/chandigarh-college-of-engineering-and-technology-chandigarh
